           255.000000001
       255000
         0.00000000000              0.00000000000             1.049369262955E-02
        3.765360656175E-07          0.00000000000             1.049680341222E-02
       -2.783834735223E-07          0.00000000000             1.051310721907E-02
       -6.300907451428E-07          0.00000000000             1.050464995159E-02
       -2.016815988632E-08          0.00000000000             1.048676929403E-02
        6.760998648188E-07          0.00000000000             1.048886733358E-02
        1.161547145974E-06          0.00000000000             1.049861671188E-02
        1.792102371218E-06          0.00000000000             1.050157670427E-02
        2.575754129306E-06          0.00000000000             1.050089908443E-02
        3.504945217062E-06          0.00000000000             1.049902107501E-02
        4.481748635333E-06          0.00000000000             1.049865039497E-02
        5.433434698348E-06          0.00000000000             1.049904321800E-02
        6.387587237680E-06          0.00000000000             1.049874476876E-02
        7.294782606942E-06          0.00000000000             1.049872321468E-02
        8.135968753903E-06          0.00000000000             1.049870765774E-02
        8.887541188798E-06          0.00000000000             1.049880620045E-02
        9.526683501161E-06          0.00000000000             1.049896877516E-02
        1.004274495100E-05          0.00000000000             1.049905008847E-02
        1.042205735685E-05          0.00000000000             1.049913394735E-02
        1.065548151633E-05          0.00000000000             1.049921878540E-02
        1.073759680605E-05          0.00000000000             1.049930543027E-02
        1.066607630454E-05          0.00000000000             1.049939774193E-02
        1.044269330119E-05          0.00000000000             1.049948663429E-02
        1.007255443726E-05          0.00000000000             1.049957315195E-02
        9.564252487503E-06          0.00000000000             1.049965595605E-02
        8.929975494998E-06          0.00000000000             1.049973142374E-02
        8.185216361183E-06          0.00000000000             1.049979842052E-02
        7.348750298581E-06          0.00000000000             1.049985472893E-02
        6.442456783915E-06          0.00000000000             1.049989871374E-02
        5.491060146708E-06          0.00000000000             1.049992970927E-02
        4.521886936022E-06          0.00000000000             1.049994697507E-02
        3.564508159050E-06          0.00000000000             1.049995025850E-02
        2.650273193999E-06          0.00000000000             1.049993990561E-02
        1.811686749396E-06          0.00000000000             1.049991680293E-02
        1.081491825175E-06          0.00000000000             1.049988256884E-02
        4.912096346485E-07          0.00000000000             1.049983966904E-02
        6.856593376831E-08          0.00000000000             1.049979156327E-02
       -1.674812676710E-07          0.00000000000             1.049974288866E-02
       -2.169693074877E-07          0.00000000000             1.049969958624E-02
       -1.203030454667E-07          0.00000000000             1.049966873676E-02
         0.00000000000              0.00000000000             1.049965726461E-02
         0.00000000000              0.00000000000             1.049965726461E-02
         0.00000000000             6.653279063175E-07         1.049680341222E-02
       -3.765360656175E-07        -6.653279063175E-07         1.049680341222E-02
        2.783834735223E-07         7.867835434181E-07         1.051310721907E-02
        6.300907451428E-07         7.950119245342E-07         1.050464995159E-02
        2.016815988632E-08        -2.121611397193E-07         1.048676929403E-02
       -6.760998648188E-07        -2.839628515564E-07         1.048886733358E-02
       -1.161547145974E-06         3.980478606727E-07         1.049861671188E-02
       -1.792102371218E-06         8.250864981515E-07         1.050157670427E-02
       -2.575754129306E-06         9.661339670511E-07         1.050089908443E-02
       -3.504945217062E-06         9.612769002507E-07         1.049902107501E-02
       -4.481748635333E-06         9.655864669467E-07         1.049865039497E-02
       -5.433434698348E-06         1.000819364692E-06         1.049904321800E-02
       -6.387587237680E-06         9.710899008252E-07         1.049874476876E-02
       -7.294782606942E-06         9.205804608589E-07         1.049872321468E-02
       -8.135968753903E-06         8.470784557658E-07         1.049870765774E-02
       -8.887541188798E-06         7.556589801679E-07         1.049880620045E-02
       -9.526683501161E-06         6.502546400863E-07         1.049896877516E-02
       -1.004274495100E-05         5.248759832090E-07         1.049905008847E-02
       -1.042205735685E-05         3.860355373931E-07         1.049913394735E-02
       -1.065548151633E-05         2.376954606592E-07         1.049921878540E-02
       -1.073759680605E-05         8.352621323710E-08         1.049930543027E-02
       -1.066607630454E-05        -7.242899908724E-08         1.049939774193E-02
       -1.044269330119E-05        -2.269431905749E-07         1.049948663429E-02
       -1.007255443726E-05        -3.762609221550E-07         1.049957315195E-02
       -9.564252487503E-06        -5.166928834893E-07         1.049965595605E-02
       -8.929975494998E-06        -6.447956785843E-07         1.049973142374E-02
       -8.185216361183E-06        -7.570892102785E-07         1.049979842052E-02
       -7.348750298581E-06        -8.502873679478E-07         1.049985472893E-02
       -6.442456783915E-06        -9.212778509178E-07         1.049989871374E-02
       -5.491060146708E-06        -9.671252253391E-07         1.049992970927E-02
       -4.521886936022E-06        -9.851931701900E-07         1.049994697507E-02
       -3.564508159050E-06        -9.732046243715E-07         1.049995025850E-02
       -2.650273193999E-06        -9.293465689577E-07         1.049993990561E-02
       -1.811686749396E-06        -8.524471408455E-07         1.049991680293E-02
       -1.081491825175E-06        -7.422639645879E-07         1.049988256884E-02
       -4.912096346485E-07        -6.000386400997E-07         1.049983966904E-02
       -6.856593376831E-08        -4.296294546111E-07         1.049979156327E-02
        1.674812676710E-07        -2.399486956919E-07         1.049974288866E-02
        2.169693074877E-07        -5.030589345109E-08         1.049969958624E-02
        1.203030454667E-07         9.826410609196E-08         1.049966873676E-02
         0.00000000000             1.222915686220E-07         1.049965726461E-02
         0.00000000000            -1.222915686220E-07         1.049965726461E-02
         0.00000000000            -6.738572865686E-07         1.050688777685E-02
        1.058149023741E-06         6.738572865686E-07         1.050688777685E-02
       -5.039480059255E-08        -1.023102653310E-06         1.047264046092E-02
       -1.135487956529E-06        -5.775414219671E-07         1.048740351920E-02
       -1.392776988431E-06         1.364909086759E-06         1.051798931773E-02
       -2.146161346730E-06         2.485070558040E-06         1.051677991469E-02
       -3.931663455410E-06         2.567934352132E-06         1.050035828347E-02
       -6.085314083919E-06         2.698305176264E-06         1.049460361120E-02
