       -2.439024390244E-02            -1
         0.00000000000                 0
        2.439024390244E-02             1
        4.878048780488E-02             2
        7.317073170732E-02             3
        9.756097560976E-02             4
          0.121951219512               5
          0.146341463415               6
          0.170731707317               7
          0.195121951220               8
          0.219512195122               9
          0.243902439024              10
          0.268292682927              11
          0.292682926829              12
          0.317073170732              13
          0.341463414634              14
          0.365853658537              15
          0.390243902439              16
          0.414634146341              17
          0.439024390244              18
          0.463414634146              19
          0.487804878049              20
          0.512195121951              21
          0.536585365854              22
          0.560975609756              23
          0.585365853659              24
          0.609756097561              25
          0.634146341463              26
          0.658536585366              27
          0.682926829268              28
          0.707317073171              29
          0.731707317073              30
          0.756097560976              31
          0.780487804878              32
          0.804878048780              33
          0.829268292683              34
          0.853658536585              35
          0.878048780488              36
          0.902439024390              37
          0.926829268293              38
          0.951219512195              39
          0.975609756098              40
           1.00000000000              41
           1.02439024390              42
